ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
211837_s_at,7.65E-02,2.67E-02,-2.249035,-4.187318,-0.2420333,PTCRA,pre T-cell antigen receptor alpha
210063_at,7.65E-02,2.67E-02,-2.248863,-4.187685,-0.2428197,SARDH,sarcosine dehydrogenase
214311_at,7.66E-02,2.67E-02,2.248595,-4.188253,0.395843,ZFPL1,zinc finger protein like 1
206371_at,7.66E-02,2.67E-02,-2.248568,-4.188311,-0.5459644,FOLR3,folate receptor 3
213848_at,7.67E-02,2.67E-02,2.247953,-4.189619,0.2273574,DUSP7,dual specificity phosphatase 7
204997_at,7.67E-02,2.67E-02,-2.247912,-4.189706,-0.3191865,GPD1,glycerol-3-phosphate dehydrogenase 1
211727_s_at,7.67E-02,2.67E-02,2.247712,-4.19013,0.2363315,COX11,"COX11, cytochrome c oxidase copper chaperone"
221866_at,7.67E-02,2.67E-02,-2.247709,-4.190137,-0.3278825,TFEB,transcription factor EB
211384_s_at,7.67E-02,2.67E-02,-2.247705,-4.190145,-0.3051343,CASR,calcium sensing receptor
205632_s_at,7.67E-02,2.67E-02,-2.247664,-4.190233,-0.2172313,PIP5K1B,phosphatidylinositol-4-phosphate 5-kinase type 1 beta
219835_at,7.67E-02,2.68E-02,-2.247415,-4.190762,-0.2503455,PRDM8,PR/SET domain 8
208353_x_at,7.67E-02,2.68E-02,-2.247249,-4.191114,-0.3372867,ANK1,ankyrin 1
209992_at,7.68E-02,2.68E-02,-2.246637,-4.192413,-0.1870973,PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"
204386_s_at,7.69E-02,2.68E-02,2.246539,-4.192623,0.1937925,MRPL57,mitochondrial ribosomal protein L57
210938_at,7.69E-02,2.68E-02,-2.246459,-4.192791,-0.4121024,PDX1,pancreatic and duodenal homeobox 1
209514_s_at,7.69E-02,2.68E-02,-2.246381,-4.192957,-0.1943346,RAB27A,"RAB27A, member RAS oncogene family"
205505_at,7.69E-02,2.68E-02,-2.246324,-4.193078,-0.3200331,GCNT1,"glucosaminyl (N-acetyl) transferase 1, core 2"
204044_at,7.69E-02,2.68E-02,-2.24614,-4.19347,-0.252805,QPRT,quinolinate phosphoribosyltransferase
204037_at,7.70E-02,2.69E-02,-2.245421,-4.194996,-0.3929692,LPAR1,lysophosphatidic acid receptor 1
214556_at,7.71E-02,2.69E-02,-2.244853,-4.196201,-0.4365412,SSTR4,somatostatin receptor 4
215073_s_at,7.72E-02,2.70E-02,-2.244489,-4.196973,-0.6049197,NR2F2,nuclear receptor subfamily 2 group F member 2
212559_at,7.72E-02,2.70E-02,-2.244335,-4.1973,-0.3340708,PRKAR1B,protein kinase cAMP-dependent type I regulatory subunit beta
202916_s_at,7.72E-02,2.70E-02,-2.244077,-4.197848,-0.2240672,FAM20B,family with sequence similarity 20 member B
206137_at,7.73E-02,2.70E-02,-2.243693,-4.198662,-0.4188224,RIMS2,regulating synaptic membrane exocytosis 2
203913_s_at,7.73E-02,2.70E-02,-2.243386,-4.199315,-0.437964,HPGD,hydroxyprostaglandin dehydrogenase 15-(NAD)
218891_at,7.74E-02,2.70E-02,2.243187,-4.199737,0.4378526,C10orf76,chromosome 10 open reading frame 76
207087_x_at,7.74E-02,2.71E-02,-2.243051,-4.200024,-0.3544532,ANK1,ankyrin 1
219162_s_at,7.74E-02,2.71E-02,2.242751,-4.20066,0.1317799,MRPL11,mitochondrial ribosomal protein L11
202186_x_at,7.75E-02,2.71E-02,-2.242491,-4.201211,-0.3304356,PPP2R5A,protein phosphatase 2 regulatory subunit B'alpha
212153_at,7.75E-02,2.71E-02,2.242425,-4.201351,0.4636984,POGZ,pogo transposable element with ZNF domain
200024_at,7.77E-02,2.72E-02,2.241389,-4.203547,0.172779,RPS5,ribosomal protein S5
205328_at,7.77E-02,2.72E-02,-2.241219,-4.203908,-0.1772582,CLDN10,claudin 10
218564_at,7.77E-02,2.72E-02,2.2411,-4.204161,0.1839392,RFWD3,ring finger and WD repeat domain 3
221356_x_at,7.78E-02,2.72E-02,-2.240639,-4.205137,-0.3316925,P2RX2,purinergic receptor P2X 2
210921_at,7.78E-02,2.72E-02,-2.240536,-4.205354,-0.3283599,LOC101929078,"myb-related transcription factor, partner of profilin-like"
208628_s_at,7.78E-02,2.72E-02,-2.240452,-4.205533,-0.1495943,YBX1,Y-box binding protein 1
210764_s_at,7.78E-02,2.72E-02,-2.240212,-4.206042,-0.3777842,CYR61,cysteine rich angiogenic inducer 61
203047_at,7.79E-02,2.73E-02,2.239819,-4.206873,0.1331389,STK10,serine/threonine kinase 10
214089_at,7.79E-02,2.73E-02,2.239664,-4.207201,0.3902724,RPS8,ribosomal protein S8
220622_at,7.79E-02,2.73E-02,-2.239577,-4.207386,-0.5256095,LRRC31,leucine rich repeat containing 31
211203_s_at,7.79E-02,2.73E-02,-2.239555,-4.207432,-0.3531655,CNTN1,contactin 1
219404_at,7.79E-02,2.73E-02,-2.239512,-4.207523,-0.3429392,EPS8L3,EPS8 like 3
212412_at,7.79E-02,2.73E-02,2.239436,-4.207684,0.2505507,PDLIM5,PDZ and LIM domain 5
207721_x_at,7.80E-02,2.73E-02,2.239071,-4.208457,0.2028515,HINT1,histidine triad nucleotide binding protein 1
210628_x_at,7.80E-02,2.73E-02,2.238785,-4.209063,0.2334435,LTBP4,latent transforming growth factor beta binding protein 4
211743_s_at,7.81E-02,2.74E-02,-2.238513,-4.209639,-0.5061893,PRG2,"proteoglycan 2, pro eosinophil major basic protein"
210826_x_at,7.81E-02,2.74E-02,2.238472,-4.209725,0.108872,RAD17,RAD17 checkpoint clamp loader component
201027_s_at,7.81E-02,2.74E-02,2.238086,-4.210543,0.383847,EIF5B,eukaryotic translation initiation factor 5B
213659_at,7.81E-02,2.74E-02,2.238005,-4.210714,0.4899819,ZNF75D,zinc finger protein 75D
221254_s_at,7.81E-02,2.74E-02,-2.237948,-4.210835,-0.2357997,PITPNM3,PITPNM family member 3
214668_at,7.81E-02,2.74E-02,-2.23788,-4.210978,-0.3888012,SPRYD7,SPRY domain containing 7
205624_at,7.81E-02,2.74E-02,2.237719,-4.211319,0.4482238,CPA3,carboxypeptidase A3
206179_s_at,7.81E-02,2.74E-02,-2.237712,-4.211334,-0.4230476,TPPP,tubulin polymerization promoting protein
209139_s_at,7.82E-02,2.74E-02,2.237652,-4.211461,0.1921718,PRKRA,protein activator of interferon induced protein kinase EIF2AK2
210276_s_at,7.82E-02,2.74E-02,2.237272,-4.212266,0.250398,NOL12///TRIOBP,nucleolar protein 12///TRIO and F-actin binding protein
214494_s_at,7.83E-02,2.75E-02,2.237015,-4.212808,0.2285516,LOC101930112///SPG7,"uncharacterized LOC101930112///SPG7, paraplegin matrix AAA peptidase subunit"
216378_at,7.84E-02,2.75E-02,-2.236258,-4.21441,-0.555576,,
212901_s_at,7.84E-02,2.75E-02,2.236198,-4.214538,0.3273558,CSTF2T,"cleavage stimulation factor subunit 2, tau variant"
200029_at,7.84E-02,2.75E-02,2.235875,-4.215219,0.118245,RPL19,ribosomal protein L19
207312_at,7.84E-02,2.75E-02,-2.235866,-4.215239,-0.2585281,PHKG1,phosphorylase kinase catalytic subunit gamma 1
207323_s_at,7.84E-02,2.75E-02,-2.235836,-4.215302,-0.2253076,MBP,myelin basic protein
201162_at,7.84E-02,2.75E-02,2.235805,-4.215369,0.7176689,IGFBP7,insulin like growth factor binding protein 7
205177_at,7.84E-02,2.75E-02,-2.235707,-4.215576,-0.2447028,TNNI1,"troponin I1, slow skeletal type"
211005_at,7.84E-02,2.76E-02,2.235606,-4.215788,0.2638794,LAT,linker for activation of T-cells
218211_s_at,7.85E-02,2.76E-02,-2.23531,-4.216414,-0.222096,MLPH,melanophilin
221534_at,7.85E-02,2.76E-02,-2.235034,-4.216998,-0.4428026,C11orf68,chromosome 11 open reading frame 68
206155_at,7.85E-02,2.76E-02,-2.234958,-4.217159,-0.5650252,ABCC2,ATP binding cassette subfamily C member 2
211867_s_at,7.86E-02,2.76E-02,-2.234793,-4.217508,-0.4235064,PCDHA10,protocadherin alpha 10
209612_s_at,7.86E-02,2.76E-02,-2.234734,-4.217632,-0.5057701,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide"
215296_at,7.86E-02,2.76E-02,-2.234685,-4.217736,-0.3994823,CDC42BPA,CDC42 binding protein kinase alpha
204678_s_at,7.86E-02,2.76E-02,-2.234497,-4.218134,-0.2404616,KCNK1,potassium two pore domain channel subfamily K member 1
215975_x_at,7.87E-02,2.77E-02,-2.234124,-4.21892,-0.2634764,GK,glycerol kinase
213236_at,7.87E-02,2.77E-02,2.234035,-4.219109,0.380992,SASH1,SAM and SH3 domain containing 1
210990_s_at,7.87E-02,2.77E-02,-2.233898,-4.219399,-0.2358956,LAMA4,laminin subunit alpha 4
217416_x_at,7.87E-02,2.77E-02,-2.23376,-4.21969,-0.269381,,
202629_at,7.87E-02,2.77E-02,2.233729,-4.219755,0.1729588,APPBP2,amyloid beta precursor protein binding protein 2
204103_at,7.87E-02,2.77E-02,2.233441,-4.220364,0.5295742,CCL4,C-C motif chemokine ligand 4
219556_at,7.88E-02,2.77E-02,-2.233115,-4.221053,-0.313569,C16orf59,chromosome 16 open reading frame 59
203371_s_at,7.89E-02,2.78E-02,-2.232619,-4.222101,-0.1553981,NDUFB3,NADH:ubiquinone oxidoreductase subunit B3
208533_at,7.89E-02,2.78E-02,-2.23225,-4.222879,-0.2548021,SOX1,SRY-box 1
219533_at,7.89E-02,2.78E-02,-2.23222,-4.222943,-0.2888338,CDKN1C,cyclin dependent kinase inhibitor 1C
216622_at,7.90E-02,2.78E-02,-2.232018,-4.22337,-0.3539612,LAMB4,laminin subunit beta 4
203311_s_at,7.90E-02,2.78E-02,2.231886,-4.223648,0.2487214,ARF6,ADP ribosylation factor 6
207557_s_at,7.91E-02,2.78E-02,-2.231295,-4.224895,-0.5121086,RYR2,ryanodine receptor 2
215741_x_at,7.92E-02,2.79E-02,2.230688,-4.226177,0.3140665,AKAP8L,A-kinase anchoring protein 8 like
220605_s_at,7.92E-02,2.79E-02,-2.230548,-4.226472,-0.1513691,SIRT2,sirtuin 2
208551_at,7.92E-02,2.79E-02,-2.230327,-4.226938,-0.2481956,HIST1H4G,"histone cluster 1, H4g"
208137_x_at,7.92E-02,2.79E-02,2.230286,-4.227024,0.240349,ZNF611,zinc finger protein 611
219938_s_at,7.92E-02,2.79E-02,-2.230162,-4.227286,-0.2147103,PSTPIP2,proline-serine-threonine phosphatase interacting protein 2
213536_s_at,7.93E-02,2.80E-02,2.229682,-4.228299,0.4322572,,
217752_s_at,7.94E-02,2.80E-02,2.229246,-4.229218,0.263902,CNDP2,CNDP dipeptidase 2 (metallopeptidase M20 family)
207809_s_at,7.95E-02,2.80E-02,-2.228897,-4.229953,-0.1805216,ATP6AP1,ATPase H+ transporting accessory protein 1
203624_at,7.95E-02,2.80E-02,2.228802,-4.230154,0.1140624,AKAP17A,A-kinase anchoring protein 17A
218223_s_at,7.95E-02,2.80E-02,-2.228625,-4.230527,-0.237271,PLEKHO1,pleckstrin homology domain containing O1
206206_at,7.95E-02,2.80E-02,2.228569,-4.230645,0.3374355,CD180,CD180 molecule
207225_at,7.97E-02,2.81E-02,-2.227403,-4.233104,-0.3710406,AANAT,aralkylamine N-acetyltransferase
204275_at,7.97E-02,2.81E-02,2.227347,-4.233222,0.2715846,CAPN15,calpain 15
210214_s_at,7.97E-02,2.81E-02,2.227183,-4.233568,0.3385869,BMPR2,bone morphogenetic protein receptor type 2
208336_s_at,7.98E-02,2.81E-02,2.22703,-4.233889,0.2371259,TECR,"trans-2,3-enoyl-CoA reductase"
219385_at,7.98E-02,2.81E-02,-2.226922,-4.234117,-0.2430606,SLAMF8,SLAM family member 8
220356_at,7.98E-02,2.81E-02,-2.226885,-4.234195,-0.5375481,CORIN,"corin, serine peptidase"
221555_x_at,7.98E-02,2.82E-02,-2.226626,-4.23474,-0.1449787,CDC14B,cell division cycle 14B
205862_at,7.98E-02,2.82E-02,2.226519,-4.234967,0.6880558,GREB1,growth regulation by estrogen in breast cancer 1
218397_at,7.99E-02,2.82E-02,2.226117,-4.235812,0.256245,FANCL,Fanconi anemia complementation group L
210154_at,7.99E-02,2.82E-02,2.225737,-4.236614,0.3334945,ME2,malic enzyme 2
219432_at,7.99E-02,2.82E-02,-2.225676,-4.236742,-0.2177352,EVC,EvC ciliary complex subunit 1
220112_at,7.99E-02,2.82E-02,2.225633,-4.236832,0.2893361,ANKRD55,ankyrin repeat domain 55
205117_at,7.99E-02,2.82E-02,-2.225598,-4.236906,-0.410873,FGF1,fibroblast growth factor 1
212038_s_at,7.99E-02,2.82E-02,-2.225589,-4.236924,-0.1549364,VDAC1,voltage dependent anion channel 1
212714_at,7.99E-02,2.82E-02,2.225551,-4.237006,0.1566594,LARP4,La ribonucleoprotein domain family member 4
212705_x_at,8.00E-02,2.82E-02,2.225426,-4.237269,0.1688812,PNPLA2,patatin like phospholipase domain containing 2
216690_at,8.00E-02,2.83E-02,-2.225225,-4.237691,-0.4302273,OR7C1,olfactory receptor family 7 subfamily C member 1
217128_s_at,8.00E-02,2.83E-02,-2.225097,-4.23796,-0.2043584,CAMK1G,calcium/calmodulin dependent protein kinase IG
221481_x_at,8.00E-02,2.83E-02,2.224988,-4.23819,0.1669909,HNRNPD,heterogeneous nuclear ribonucleoprotein D
220762_s_at,8.00E-02,2.83E-02,2.224927,-4.238319,0.404638,GNB1L,G protein subunit beta 1 like
208522_s_at,8.00E-02,2.83E-02,-2.224776,-4.238636,-0.4292106,PTCH1,patched 1
201804_x_at,8.00E-02,2.83E-02,2.224709,-4.238777,0.2126707,TBCB,tubulin folding cofactor B
208392_x_at,8.01E-02,2.83E-02,2.224546,-4.239121,0.7632544,SP110,SP110 nuclear body protein
210815_s_at,8.01E-02,2.83E-02,-2.224381,-4.239467,-0.4408169,CALCRL,calcitonin receptor like receptor
201202_at,8.02E-02,2.84E-02,2.223702,-4.240897,0.2741229,PCNA,proliferating cell nuclear antigen
218968_s_at,8.03E-02,2.84E-02,2.222937,-4.242505,0.2725417,ZFP64,ZFP64 zinc finger protein
209434_s_at,8.03E-02,2.84E-02,2.222813,-4.242767,0.3687512,PPAT,phosphoribosyl pyrophosphate amidotransferase
218379_at,8.03E-02,2.84E-02,-2.222766,-4.242866,-0.2026206,RBM7,RNA binding motif protein 7
219180_s_at,8.03E-02,2.84E-02,2.222736,-4.242929,0.1552052,PEX26,peroxisomal biogenesis factor 26
207718_x_at,8.03E-02,2.84E-02,-2.222718,-4.242967,-0.1727006,CYP2A7,cytochrome P450 family 2 subfamily A member 7
201432_at,8.04E-02,2.84E-02,-2.222555,-4.243309,-0.2513245,CAT,catalase
221088_s_at,8.04E-02,2.85E-02,-2.222336,-4.243771,-0.3704653,PPP1R9A,protein phosphatase 1 regulatory subunit 9A
213331_s_at,8.04E-02,2.85E-02,2.222292,-4.243863,0.2858104,NEK1,NIMA related kinase 1
221649_s_at,8.04E-02,2.85E-02,2.222152,-4.244158,0.2032106,PPAN-P2RY11///PPAN,PPAN-P2RY11 readthrough///peter pan homolog (Drosophila)
204981_at,8.04E-02,2.85E-02,-2.221946,-4.24459,-0.2103977,SLC22A18,solute carrier family 22 member 18
AFFX-r2-Bs-phe-M_at,8.05E-02,2.85E-02,-2.221674,-4.245162,-0.6449213,,
220619_at,8.05E-02,2.85E-02,2.221321,-4.245905,0.422163,CHD7,chromodomain helicase DNA binding protein 7
201566_x_at,8.06E-02,2.85E-02,2.221227,-4.246102,0.3386673,ID2,"inhibitor of DNA binding 2, HLH protein"
216481_at,8.06E-02,2.86E-02,-2.220799,-4.247002,-0.2606746,GRIP2,glutamate receptor interacting protein 2
204252_at,8.06E-02,2.86E-02,2.220652,-4.24731,0.1407953,CDK2,cyclin dependent kinase 2
218911_at,8.06E-02,2.86E-02,2.220604,-4.24741,0.2958829,YEATS4,YEATS domain containing 4
207332_s_at,8.07E-02,2.86E-02,2.220053,-4.248569,0.1505333,TFRC,transferrin receptor
1053_at,8.09E-02,2.87E-02,-2.219442,-4.249852,-0.1756838,RFC2,replication factor C subunit 2
216215_s_at,8.09E-02,2.87E-02,-2.219362,-4.250021,-0.304725,RBFOX2,"RNA binding protein, fox-1 homolog 2"
215482_s_at,8.09E-02,2.87E-02,2.219273,-4.250207,0.1508054,EIF2B4,eukaryotic translation initiation factor 2B subunit delta
40665_at,8.09E-02,2.87E-02,-2.219127,-4.250514,-0.3772944,FMO3,flavin containing monooxygenase 3
213542_at,8.09E-02,2.87E-02,-2.219044,-4.250688,-0.3775845,ZNF710,zinc finger protein 710
213853_at,8.10E-02,2.87E-02,2.218662,-4.251491,0.242493,DNAJC24,DnaJ heat shock protein family (Hsp40) member C24
210184_at,8.10E-02,2.87E-02,-2.218455,-4.251925,-0.2487873,ITGAX,integrin subunit alpha X
221702_s_at,8.10E-02,2.87E-02,2.218436,-4.251966,0.1389127,TM2D3,TM2 domain containing 3
214304_x_at,8.10E-02,2.87E-02,-2.218315,-4.252219,-0.2796472,,
216815_at,8.10E-02,2.87E-02,-2.218298,-4.252254,-0.3789572,,
212327_at,8.10E-02,2.87E-02,-2.218238,-4.252381,-0.5090674,LIMCH1,LIM and calponin homology domains 1
205138_s_at,8.10E-02,2.88E-02,-2.217971,-4.252942,-0.2854257,UST,uronyl 2-sulfotransferase
216878_x_at,8.11E-02,2.88E-02,-2.217419,-4.254099,-0.3978931,HAB1,B1 for mucin
215894_at,8.12E-02,2.88E-02,2.217261,-4.254431,0.4931648,PTGDR,prostaglandin D2 receptor
205386_s_at,8.13E-02,2.89E-02,-2.216648,-4.255718,-0.4917967,MDM2,MDM2 proto-oncogene
216438_s_at,8.13E-02,2.89E-02,-2.21653,-4.255966,-0.0992785,TMSB4X,"thymosin beta 4, X-linked"
218194_at,8.13E-02,2.89E-02,2.21648,-4.256071,0.1901873,REXO2,RNA exonuclease 2
205115_s_at,8.13E-02,2.89E-02,2.216476,-4.256078,0.1793386,RBM19,RNA binding motif protein 19
211825_s_at,8.13E-02,2.89E-02,2.216391,-4.256256,0.2584271,FLI1,"Fli-1 proto-oncogene, ETS transcription factor"
219277_s_at,8.14E-02,2.89E-02,-2.215948,-4.257187,-0.2489001,OGDHL,oxoglutarate dehydrogenase-like
219952_s_at,8.15E-02,2.90E-02,-2.215259,-4.258631,-0.245549,MCOLN1,mucolipin 1
207907_at,8.16E-02,2.90E-02,-2.214724,-4.259754,-0.3725361,TNFSF14,tumor necrosis factor superfamily member 14
217786_at,8.17E-02,2.90E-02,2.214174,-4.260905,0.3953582,PRMT5,protein arginine methyltransferase 5
210345_s_at,8.17E-02,2.91E-02,-2.213901,-4.261477,-0.2764378,DNAH9,dynein axonemal heavy chain 9
202057_at,8.17E-02,2.91E-02,2.213729,-4.261839,0.2694516,KPNA1,karyopherin subunit alpha 1
210402_at,8.18E-02,2.91E-02,-2.213491,-4.262337,-0.3533155,KCNJ1,potassium voltage-gated channel subfamily J member 1
213941_x_at,8.18E-02,2.91E-02,2.213324,-4.262686,0.1340144,RPS7,ribosomal protein S7
214754_at,8.19E-02,2.91E-02,-2.212926,-4.263522,-0.3360015,TET3,tet methylcytosine dioxygenase 3
212837_at,8.19E-02,2.91E-02,2.212814,-4.263754,0.1750807,FAM175B,family with sequence similarity 175 member B
201171_at,8.19E-02,2.91E-02,-2.212733,-4.263926,-0.2384549,ATP6V0E1,ATPase H+ transporting V0 subunit e1
208381_s_at,8.20E-02,2.92E-02,-2.212103,-4.265244,-0.2259478,SGPL1,sphingosine-1-phosphate lyase 1
207015_s_at,8.20E-02,2.92E-02,-2.211861,-4.265751,-0.3598473,ALDH1A2,aldehyde dehydrogenase 1 family member A2
215634_at,8.20E-02,2.92E-02,-2.211794,-4.265892,-0.5450649,,
204523_at,8.21E-02,2.92E-02,2.211483,-4.266543,0.5636507,ZNF140,zinc finger protein 140
208202_s_at,8.21E-02,2.92E-02,2.21131,-4.266905,0.523337,JADE2,jade family PHD finger 2
217942_at,8.21E-02,2.93E-02,2.211172,-4.267193,0.1503242,MRPS35,mitochondrial ribosomal protein S35
222047_s_at,8.22E-02,2.93E-02,2.210584,-4.268424,0.1421201,SRRT,"serrate, RNA effector molecule"
219009_at,8.22E-02,2.93E-02,2.210563,-4.268469,0.3080408,C14orf93,chromosome 14 open reading frame 93
205293_x_at,8.22E-02,2.93E-02,-2.210485,-4.268631,-0.2727104,BAIAP2,BAI1 associated protein 2
202075_s_at,8.23E-02,2.93E-02,-2.210123,-4.269389,-0.5033093,PLTP,phospholipid transfer protein
206719_at,8.23E-02,2.93E-02,-2.210042,-4.269559,-0.2528208,SYNGR4,synaptogyrin 4
209132_s_at,8.25E-02,2.94E-02,2.209206,-4.271308,0.1927037,COMMD4,COMM domain containing 4
208156_x_at,8.25E-02,2.94E-02,2.20883,-4.272094,0.2657557,EPPK1,epiplakin 1
208112_x_at,8.26E-02,2.94E-02,-2.208616,-4.272541,-0.2672104,EHD1,EH domain containing 1
208529_at,8.26E-02,2.94E-02,-2.208584,-4.272609,-0.6965253,BTF3P11,basic transcription factor 3 pseudogene 11
205443_at,8.26E-02,2.94E-02,-2.208476,-4.272835,-0.2717752,SNAPC1,small nuclear RNA activating complex polypeptide 1
219725_at,8.26E-02,2.94E-02,-2.208456,-4.272877,-0.2447066,TREM2,triggering receptor expressed on myeloid cells 2
208887_at,8.26E-02,2.95E-02,2.208305,-4.273191,0.1256216,EIF3G,eukaryotic translation initiation factor 3 subunit G
206129_s_at,8.26E-02,2.95E-02,-2.208294,-4.273216,-0.1680218,ARSB,arylsulfatase B
215460_x_at,8.26E-02,2.95E-02,2.207928,-4.273981,0.252298,BRD1,bromodomain containing 1
212905_at,8.27E-02,2.95E-02,2.207577,-4.274714,0.1815035,CSTF2T,"cleavage stimulation factor subunit 2, tau variant"
205946_at,8.27E-02,2.95E-02,-2.207564,-4.27474,-0.2766561,VIPR2,vasoactive intestinal peptide receptor 2
203005_at,8.27E-02,2.95E-02,-2.207525,-4.274823,-0.3278822,LTBR,lymphotoxin beta receptor
210399_x_at,8.27E-02,2.95E-02,-2.207418,-4.275046,-0.2056536,FUT6,fucosyltransferase 6
200742_s_at,8.28E-02,2.96E-02,-2.206771,-4.276399,-0.1723986,TPP1,tripeptidyl peptidase 1
211870_s_at,8.28E-02,2.96E-02,-2.206653,-4.276644,-0.2339145,PCDHA2///PCDHA3,protocadherin alpha 2///protocadherin alpha 3
201978_s_at,8.29E-02,2.96E-02,-2.206256,-4.277473,-0.179465,KIAA0141,KIAA0141
219855_at,8.29E-02,2.96E-02,2.206196,-4.277599,0.4016229,NUDT11,nudix hydrolase 11
208694_at,8.29E-02,2.96E-02,2.206043,-4.277919,0.2232003,PRKDC,"protein kinase, DNA-activated, catalytic polypeptide"
207939_x_at,8.29E-02,2.96E-02,2.205988,-4.278033,0.2555274,RNPS1,RNA binding protein with serine rich domain 1
216768_x_at,8.29E-02,2.96E-02,2.205951,-4.278111,0.4018928,TTC38,tetratricopeptide repeat domain 38
201586_s_at,8.29E-02,2.96E-02,2.205836,-4.278351,0.1938166,SFPQ,splicing factor proline and glutamine rich
215573_at,8.32E-02,2.97E-02,-2.204654,-4.28082,-0.5206869,CAT,catalase
212608_s_at,8.32E-02,2.97E-02,2.204285,-4.281591,0.3058159,NUDT3,nudix hydrolase 3
206335_at,8.33E-02,2.98E-02,-2.204135,-4.281904,-0.3051301,GALNS,galactosamine (N-acetyl)-6-sulfatase
215953_at,8.33E-02,2.98E-02,-2.203755,-4.282696,-0.5344946,SMG7-AS1,SMG7 antisense RNA 1
207720_at,8.34E-02,2.98E-02,-2.203393,-4.283451,-0.4591087,LOR,loricrin
205381_at,8.34E-02,2.98E-02,-2.203198,-4.283859,-0.2993425,LRRC17,leucine rich repeat containing 17
213453_x_at,8.34E-02,2.98E-02,-2.203183,-4.28389,-0.1504134,GAPDH,glyceraldehyde-3-phosphate dehydrogenase
209867_s_at,8.34E-02,2.98E-02,-2.20306,-4.284146,-0.2901471,ADGRL3,adhesion G protein-coupled receptor L3
203911_at,8.34E-02,2.98E-02,-2.202911,-4.284457,-0.4191892,RAP1GAP,RAP1 GTPase activating protein
201349_at,8.35E-02,2.99E-02,2.202593,-4.28512,0.1700713,SLC9A3R1,SLC9A3 regulator 1
213325_at,8.35E-02,2.99E-02,-2.202578,-4.285152,-0.2514788,NECTIN3,nectin cell adhesion molecule 3
219594_at,8.35E-02,2.99E-02,-2.202472,-4.285372,-0.2300449,NINJ2,ninjurin 2
213419_at,8.35E-02,2.99E-02,2.202393,-4.285537,0.422417,APBB2,amyloid beta precursor protein binding family B member 2
211616_s_at,8.35E-02,2.99E-02,-2.202349,-4.28563,-0.3393927,HTR2A,5-hydroxytryptamine receptor 2A
221788_at,8.36E-02,2.99E-02,2.201926,-4.286512,0.4848965,PGM3,phosphoglucomutase 3
205294_at,8.36E-02,2.99E-02,-2.201815,-4.286743,-0.1909874,BAIAP2,BAI1 associated protein 2
217763_s_at,8.36E-02,2.99E-02,-2.201752,-4.286876,-0.2312531,RAB31,"RAB31, member RAS oncogene family"
207111_at,8.36E-02,2.99E-02,-2.201662,-4.287062,-0.3193195,ADGRE1,adhesion G protein-coupled receptor E1
222274_at,8.37E-02,3.00E-02,2.201196,-4.288034,0.4514629,ZDHHC8P1,zinc finger DHHC-type containing 8 pseudogene 1
209860_s_at,8.37E-02,3.00E-02,-2.200942,-4.288563,-0.1269556,ANXA7,annexin A7
47069_at,8.38E-02,3.00E-02,2.200585,-4.289309,0.1867256,PRR5,proline rich 5
221099_at,8.38E-02,3.00E-02,-2.200405,-4.289684,-0.352215,,
200781_s_at,8.40E-02,3.01E-02,2.199559,-4.291446,0.1120861,RPS15A,ribosomal protein S15a
204989_s_at,8.41E-02,3.01E-02,-2.199094,-4.292414,-0.423502,ITGB4,integrin subunit beta 4
213962_s_at,8.41E-02,3.01E-02,2.199071,-4.292463,0.3473135,ANKLE2,ankyrin repeat and LEM domain containing 2
214460_at,8.41E-02,3.01E-02,-2.198829,-4.292966,-0.3824673,LSAMP,limbic system-associated membrane protein
202534_x_at,8.41E-02,3.02E-02,2.198648,-4.293344,0.2941286,DHFR,dihydrofolate reductase
207708_at,8.41E-02,3.02E-02,-2.198528,-4.293592,-0.1895586,ALOXE3,arachidonate lipoxygenase 3
216589_at,8.43E-02,3.02E-02,-2.197874,-4.294955,-0.2046987,,
207953_at,8.43E-02,3.02E-02,2.197684,-4.29535,0.4407057,,
207464_at,8.43E-02,3.02E-02,-2.197576,-4.295574,-0.1897549,AHCYL1,adenosylhomocysteinase like 1
204010_s_at,8.44E-02,3.03E-02,2.197187,-4.296384,0.345664,KRAS,"KRAS proto-oncogene, GTPase"
206508_at,8.44E-02,3.03E-02,-2.196954,-4.296871,-0.3501915,CD70,CD70 molecule
218655_s_at,8.44E-02,3.03E-02,2.196938,-4.296904,0.1472671,CWC25,CWC25 spliceosome associated protein homolog
206495_s_at,8.44E-02,3.03E-02,2.196646,-4.29751,0.4905397,HINFP,histone H4 transcription factor
220065_at,8.45E-02,3.03E-02,-2.196394,-4.298034,-0.2389312,TNMD,tenomodulin
205907_s_at,8.45E-02,3.03E-02,-2.196189,-4.298462,-0.471511,OMD,osteomodulin
205397_x_at,8.46E-02,3.04E-02,-2.195647,-4.29959,-0.5383589,SMAD3,SMAD family member 3
215470_at,8.47E-02,3.04E-02,2.195387,-4.300129,0.3807184,GTF2H2B,general transcription factor IIH subunit 2B (pseudogene)
218106_s_at,8.47E-02,3.04E-02,2.195338,-4.300233,0.154888,MRPS10,mitochondrial ribosomal protein S10
