ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
218758_s_at,6.06E-01,2.19E-01,1.2380176,-5.27472,0.254329,RRP1,ribosomal RNA processing 1
218744_s_at,6.06E-01,2.19E-01,1.2379148,-5.27483,0.16957568,PACSIN3,protein kinase C and casein kinase substrate in neurons 3
210809_s_at,6.06E-01,2.19E-01,-1.2378275,-5.27494,-0.17222008,POSTN,periostin
204453_at,6.06E-01,2.19E-01,-1.2377725,-5.275,-0.2101744,ZNF84,zinc finger protein 84
214252_s_at,6.06E-01,2.19E-01,-1.2377275,-5.27505,-0.1296939,CLN5,"ceroid-lipofuscinosis, neuronal 5"
213752_at,6.07E-01,2.19E-01,-1.2373285,-5.27551,-0.27417328,KAZN,"kazrin, periplakin interacting protein"
220160_s_at,6.07E-01,2.19E-01,-1.2372369,-5.27562,-0.19412926,KPTN,"kaptin, actin binding protein"
222349_x_at,6.07E-01,2.19E-01,-1.2372255,-5.27563,-0.16622009,RNF126P1,ring finger protein 126 pseudogene 1
201850_at,6.07E-01,2.19E-01,-1.2369645,-5.27593,-0.18608868,CAPG,"capping actin protein, gelsolin like"
37796_at,6.07E-01,2.20E-01,-1.2367776,-5.27615,-0.10647312,SAP25///LRCH4,Sin3A associated protein 25///leucine rich repeats and calponin homology domain containing 4
211998_at,6.07E-01,2.20E-01,-1.2364614,-5.27651,-0.1085604,MIR4738///H3F3B///H3F3A,"microRNA 4738///H3 histone, family 3B///H3 histone, family 3A"
205550_s_at,6.07E-01,2.20E-01,-1.2364147,-5.27657,-0.08629422,BRE,brain and reproductive organ-expressed (TNFRSF1A modulator)
204166_at,6.07E-01,2.20E-01,-1.23635,-5.27664,-0.39528295,SBNO2,strawberry notch homolog 2
220821_at,6.07E-01,2.20E-01,1.236284,-5.27672,0.2151058,GALR1,galanin receptor 1
214921_at,6.07E-01,2.20E-01,-1.2361476,-5.27687,-0.23601826,KCNMA1,potassium calcium-activated channel subfamily M alpha 1
33768_at,6.08E-01,2.20E-01,-1.2357898,-5.27729,-0.10257704,DMWD,"dystrophia myotonica, WD repeat containing"
220827_at,6.08E-01,2.20E-01,1.2357334,-5.27735,0.1836116,,
204199_at,6.08E-01,2.20E-01,-1.2356819,-5.27741,-0.27893186,RALGPS1,Ral GEF with PH domain and SH3 binding motif 1
214685_at,6.08E-01,2.20E-01,-1.2355015,-5.27762,-0.34683521,NOP14-AS1,NOP14 antisense RNA 1
220804_s_at,6.08E-01,2.20E-01,-1.235068,-5.27812,-0.28806423,TP73,tumor protein p73
214858_at,6.08E-01,2.20E-01,-1.2348386,-5.27838,-0.34044765,PP14571,uncharacterized LOC100130449
211043_s_at,6.08E-01,2.20E-01,-1.2348336,-5.27839,-0.15911233,CLTB,clathrin light chain B
209792_s_at,6.08E-01,2.20E-01,1.2347378,-5.2785,0.14962315,KLK10,kallikrein related peptidase 10
216199_s_at,6.08E-01,2.20E-01,-1.234557,-5.27871,-0.16023877,MAP3K4,mitogen-activated protein kinase kinase kinase 4
217452_s_at,6.08E-01,2.20E-01,1.2345443,-5.27872,0.47338383,B3GALT2,"beta-1,3-galactosyltransferase 2"
209091_s_at,6.08E-01,2.20E-01,1.2345021,-5.27877,0.11113675,SH3GLB1,SH3 domain containing GRB2 like endophilin B1
221813_at,6.08E-01,2.21E-01,-1.2341405,-5.27919,-0.17806459,FBXO42,F-box protein 42
211817_s_at,6.08E-01,2.21E-01,-1.2341335,-5.27919,-0.24520977,KCNJ5,potassium voltage-gated channel subfamily J member 5
218877_s_at,6.09E-01,2.21E-01,-1.2339371,-5.27942,-0.24843166,TRMT11,tRNA methyltransferase 11 homolog
202406_s_at,6.09E-01,2.21E-01,-1.233846,-5.27952,-0.11824236,TIAL1,TIA1 cytotoxic granule-associated RNA binding protein-like 1
215570_s_at,6.09E-01,2.21E-01,-1.2337226,-5.27967,-0.419196,ZNF780A///ZNF780B,zinc finger protein 780A///zinc finger protein 780B
209371_s_at,6.09E-01,2.21E-01,-1.2335567,-5.27986,-0.17566432,SH3BP2,SH3 domain binding protein 2
206564_at,6.09E-01,2.21E-01,1.2335362,-5.27988,0.23497892,OPRL1,opioid related nociceptin receptor 1
203296_s_at,6.09E-01,2.21E-01,1.23349,-5.27993,0.28818823,ATP1A2,ATPase Na+/K+ transporting subunit alpha 2
205346_at,6.09E-01,2.21E-01,1.2333712,-5.28007,0.28463712,ST3GAL2,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2"
217440_at,6.09E-01,2.21E-01,-1.233289,-5.28017,-0.37536861,,
211054_at,6.09E-01,2.21E-01,1.233256,-5.2802,0.4082302,INVS,inversin
210775_x_at,6.09E-01,2.21E-01,1.232968,-5.28053,0.09610413,CASP9,caspase 9
220232_at,6.09E-01,2.21E-01,1.2328844,-5.28063,0.20043645,SCD5,stearoyl-CoA desaturase 5
209062_x_at,6.09E-01,2.21E-01,1.2328121,-5.28071,0.16894377,NCOA3,nuclear receptor coactivator 3
214209_s_at,6.09E-01,2.21E-01,-1.2327613,-5.28077,-0.29113305,ABCB9,ATP binding cassette subfamily B member 9
207197_at,6.09E-01,2.21E-01,1.2326463,-5.2809,0.32706194,ZIC3,Zic family member 3
201600_at,6.09E-01,2.21E-01,-1.2325611,-5.281,-0.07167301,PHB2,prohibitin 2
205741_s_at,6.09E-01,2.21E-01,1.2325474,-5.28102,0.15031188,DTNA,dystrobrevin alpha
213368_x_at,6.09E-01,2.21E-01,-1.2324036,-5.28118,-0.23686464,PPFIA3,PTPRF interacting protein alpha 3
209841_s_at,6.09E-01,2.21E-01,1.2321145,-5.28152,0.21005586,LRRN3,leucine rich repeat neuronal 3
215937_at,6.09E-01,2.21E-01,-1.2320752,-5.28156,-0.29208072,PTGDR,prostaglandin D2 receptor
202381_at,6.09E-01,2.21E-01,1.2320651,-5.28157,0.13524484,ADAM9,ADAM metallopeptidase domain 9
203101_s_at,6.09E-01,2.21E-01,-1.2317603,-5.28192,-0.14593792,MGAT2,"mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase"
200723_s_at,6.09E-01,2.21E-01,-1.231703,-5.28199,-0.11136875,CAPRIN1,cell cycle associated protein 1
50965_at,6.09E-01,2.21E-01,-1.2316584,-5.28204,-0.11296427,RAB26,"RAB26, member RAS oncogene family"
219550_at,6.09E-01,2.21E-01,-1.2315668,-5.28215,-0.2114522,ROBO3,roundabout guidance receptor 3
201960_s_at,6.09E-01,2.21E-01,-1.2315318,-5.28219,-0.14483916,MYCBP2,"MYC binding protein 2, E3 ubiquitin protein ligase"
210961_s_at,6.09E-01,2.21E-01,1.2314686,-5.28226,0.28175379,ADRA1D,adrenoceptor alpha 1D
212654_at,6.09E-01,2.22E-01,1.2313415,-5.2824,0.19199168,TPM2,tropomyosin 2 (beta)
203467_at,6.09E-01,2.22E-01,-1.2313168,-5.28243,-0.10733767,PMM1,phosphomannomutase 1
202878_s_at,6.09E-01,2.22E-01,1.2311767,-5.28259,0.17022417,CD93,CD93 molecule
200897_s_at,6.09E-01,2.22E-01,-1.2309887,-5.28281,-0.30086837,PALLD,"palladin, cytoskeletal associated protein"
203764_at,6.09E-01,2.22E-01,-1.2309774,-5.28282,-0.21681801,DLGAP5,DLG associated protein 5
214827_at,6.09E-01,2.22E-01,1.2309382,-5.28287,0.22786024,PARD6B,par-6 family cell polarity regulator beta
214728_x_at,6.09E-01,2.22E-01,-1.2309362,-5.28287,-0.12867968,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
214585_s_at,6.09E-01,2.22E-01,-1.2309209,-5.28289,-0.2395414,VPS52,"VPS52, GARP complex subunit"
216035_x_at,6.09E-01,2.22E-01,-1.2309078,-5.2829,-0.1611578,TCF7L2,transcription factor 7 like 2
215940_at,6.09E-01,2.22E-01,-1.2308674,-5.28295,-0.34746091,LINC01361,long intergenic non-protein coding RNA 1361
217327_at,6.09E-01,2.22E-01,-1.2306463,-5.2832,-0.29086459,,
209423_s_at,6.09E-01,2.22E-01,1.2305199,-5.28335,0.19616251,PHF20,PHD finger protein 20
210742_at,6.09E-01,2.22E-01,1.2304634,-5.28341,0.25878825,CDC14A,cell division cycle 14A
204641_at,6.09E-01,2.22E-01,-1.2303326,-5.28356,-0.33502426,NEK2,NIMA related kinase 2
204962_s_at,6.09E-01,2.22E-01,1.2302778,-5.28363,0.27206511,SLC35F6///CENPA,solute carrier family 35 member F6///centromere protein A
213222_at,6.09E-01,2.22E-01,-1.2301313,-5.28379,-0.12996858,PLCB1,phospholipase C beta 1
205285_s_at,6.09E-01,2.22E-01,1.2300244,-5.28392,0.31322266,FYB,FYN binding protein
201771_at,6.09E-01,2.22E-01,-1.2300116,-5.28393,-0.1114097,SCAMP3,secretory carrier membrane protein 3
202668_at,6.09E-01,2.22E-01,-1.2299258,-5.28403,-0.27619956,EFNB2,ephrin B2
210721_s_at,6.09E-01,2.22E-01,1.2296946,-5.28429,0.44516405,PAK5,p21 (RAC1) activated kinase 5
209795_at,6.09E-01,2.22E-01,1.2296152,-5.28439,0.15583417,CD69,CD69 molecule
203222_s_at,6.09E-01,2.22E-01,-1.229578,-5.28443,-0.27818648,TLE1,transducin like enhancer of split 1
204121_at,6.10E-01,2.22E-01,-1.2293125,-5.28473,-0.31131688,GADD45G,growth arrest and DNA damage inducible gamma
203565_s_at,6.10E-01,2.22E-01,1.2291958,-5.28487,0.18436792,MNAT1,"MNAT1, CDK activating kinase assembly factor"
202798_at,6.10E-01,2.22E-01,-1.2289825,-5.28511,-0.12926463,SEC24B,"SEC24 homolog B, COPII coat complex component"
201049_s_at,6.10E-01,2.22E-01,1.2289353,-5.28517,0.08131424,RPS18,ribosomal protein S18
218344_s_at,6.10E-01,2.22E-01,1.2288527,-5.28526,0.1222249,RCOR3,REST corepressor 3
208779_x_at,6.10E-01,2.23E-01,1.2286485,-5.28549,0.1054692,MIR4640///DDR1,microRNA 4640///discoidin domain receptor tyrosine kinase 1
216991_at,6.10E-01,2.23E-01,-1.22857,-5.28558,-0.34777401,ZNF224,zinc finger protein 224
215435_at,6.10E-01,2.23E-01,-1.2284643,-5.28571,-0.15565384,,
204874_x_at,6.10E-01,2.23E-01,-1.2284326,-5.28574,-0.2442989,BAIAP3,BAI1 associated protein 3
202931_x_at,6.10E-01,2.23E-01,-1.2282381,-5.28596,-0.10748225,BIN1,bridging integrator 1
210932_s_at,6.10E-01,2.23E-01,1.2282378,-5.28596,0.4355732,RNF6,ring finger protein 6
220845_at,6.10E-01,2.23E-01,1.2281966,-5.28601,0.30789622,ACOXL,acyl-CoA oxidase-like
201364_s_at,6.10E-01,2.23E-01,1.2281095,-5.28611,0.13832049,OAZ2,ornithine decarboxylase antizyme 2
213881_x_at,6.10E-01,2.23E-01,-1.2281011,-5.28612,-0.05562838,LOC101929087///SUMO2///SUMO3,small ubiquitin-related modifier 2 pseudogene///small ubiquitin-like modifier 2///small ubiquitin-like modifier 3
32723_at,6.10E-01,2.23E-01,-1.2280493,-5.28618,-0.17852391,CSTF1,cleavage stimulation factor subunit 1
202198_s_at,6.10E-01,2.23E-01,1.227992,-5.28625,0.17169136,MTMR3,myotubularin related protein 3
201978_s_at,6.10E-01,2.23E-01,1.2279247,-5.28632,0.12641464,KIAA0141,KIAA0141
208934_s_at,6.10E-01,2.23E-01,1.2277482,-5.28653,0.11890455,LGALS8,galectin 8
208628_s_at,6.10E-01,2.23E-01,1.2275653,-5.28674,0.10123887,YBX1,Y-box binding protein 1
209413_at,6.10E-01,2.23E-01,1.2274159,-5.28691,0.12866638,B4GALT2,"beta-1,4-galactosyltransferase 2"
216812_at,6.10E-01,2.23E-01,-1.22741,-5.28691,-0.27511476,,
37433_at,6.10E-01,2.23E-01,-1.2272173,-5.28713,-0.12821823,PIAS2,protein inhibitor of activated STAT 2
208321_s_at,6.10E-01,2.23E-01,1.2269108,-5.28748,0.23730924,CABP1,calcium binding protein 1
201560_at,6.10E-01,2.23E-01,1.2268915,-5.28751,0.19065137,CLIC4,chloride intracellular channel 4
209624_s_at,6.10E-01,2.23E-01,1.2268043,-5.28761,0.27341593,MCCC2,methylcrotonoyl-CoA carboxylase 2
201442_s_at,6.10E-01,2.23E-01,1.2267956,-5.28762,0.14262551,ATP6AP2,ATPase H+ transporting accessory protein 2
219988_s_at,6.10E-01,2.23E-01,-1.2266137,-5.28782,-0.11859084,RNF220,ring finger protein 220
201402_at,6.10E-01,2.23E-01,1.2266042,-5.28784,0.14425601,GRK2,G protein-coupled receptor kinase 2
210576_at,6.10E-01,2.23E-01,-1.2265461,-5.2879,-0.32697483,CYP4F8,cytochrome P450 family 4 subfamily F member 8
216264_s_at,6.10E-01,2.23E-01,-1.2264868,-5.28797,-0.18683855,LAMB2,laminin subunit beta 2
218901_at,6.11E-01,2.23E-01,1.2262376,-5.28825,0.2558847,PLSCR4,phospholipid scramblase 4
218610_s_at,6.11E-01,2.24E-01,1.2258349,-5.28872,0.27770286,CPPED1,calcineurin like phosphoesterase domain containing 1
206741_at,6.11E-01,2.24E-01,1.2258231,-5.28873,0.17205362,SSUH2,ssu-2 homolog (C. elegans)
211389_x_at,6.11E-01,2.24E-01,-1.2256747,-5.2889,-0.34598886,KIR3DS1,"killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1"
209591_s_at,6.11E-01,2.24E-01,-1.2256638,-5.28891,-0.3151571,BMP7,bone morphogenetic protein 7
56821_at,6.11E-01,2.24E-01,-1.2256145,-5.28897,-0.16673436,SLC38A7,solute carrier family 38 member 7
212960_at,6.11E-01,2.24E-01,1.2255895,-5.289,0.10286696,TBC1D9,TBC1 domain family member 9
214775_at,6.11E-01,2.24E-01,1.2255416,-5.28905,0.12620799,N4BP3,NEDD4 binding protein 3
210827_s_at,6.11E-01,2.24E-01,1.2254484,-5.28916,0.111459,ELF3,E74 like ETS transcription factor 3
204632_at,6.11E-01,2.24E-01,-1.2253282,-5.28929,-0.15233367,RPS6KA4,ribosomal protein S6 kinase A4
221861_at,6.11E-01,2.24E-01,-1.225304,-5.28932,-0.15311099,ARRB1,arrestin beta 1
202137_s_at,6.11E-01,2.24E-01,-1.2250406,-5.28962,-0.16456958,ZMYND11,zinc finger MYND-type containing 11
203824_at,6.11E-01,2.24E-01,-1.2249892,-5.28968,-0.18913111,TSPAN8,tetraspanin 8
221526_x_at,6.11E-01,2.24E-01,1.2249209,-5.28976,0.20606572,PARD3,par-3 family cell polarity regulator
212186_at,6.11E-01,2.24E-01,-1.2248993,-5.28978,-0.269716,ACACA,acetyl-CoA carboxylase alpha
220850_at,6.11E-01,2.24E-01,-1.224762,-5.28994,-0.38627938,MORC1,MORC family CW-type zinc finger 1
206754_s_at,6.11E-01,2.24E-01,1.2247392,-5.28997,0.23892464,CYP2B7P///CYP2B6,"cytochrome P450 family 2 subfamily B member 7, pseudogene///cytochrome P450 family 2 subfamily B member 6"
209329_x_at,6.11E-01,2.24E-01,-1.2245795,-5.29015,-0.09541588,HIGD2A,HIG1 hypoxia inducible domain family member 2A
206464_at,6.11E-01,2.24E-01,1.2245247,-5.29021,0.26209602,BMX,BMX non-receptor tyrosine kinase
220967_s_at,6.11E-01,2.24E-01,1.2243437,-5.29042,0.31499087,ZNF696,zinc finger protein 696
217343_at,6.11E-01,2.24E-01,1.22431,-5.29046,0.32978097,,
210057_at,6.11E-01,2.24E-01,-1.2243037,-5.29047,-0.33110268,LOC101060386///BOLA2///SMG1,"putative uncharacterized SMG1-like protein///bolA family member 2///SMG1, nonsense mediated mRNA decay associated PI3K related kinase"
211098_x_at,6.11E-01,2.24E-01,1.224065,-5.29074,0.09911424,TMCO1,transmembrane and coiled-coil domains 1
201735_s_at,6.11E-01,2.24E-01,1.2240622,-5.29074,0.13384075,CLCN3,chloride voltage-gated channel 3
212901_s_at,6.11E-01,2.24E-01,-1.2240347,-5.29077,-0.24119507,CSTF2T,"cleavage stimulation factor subunit 2, tau variant"
216284_at,6.11E-01,2.24E-01,1.2240024,-5.29081,0.23373716,,
202315_s_at,6.11E-01,2.24E-01,-1.2237025,-5.29115,-0.09940123,BCR,"BCR, RhoGEF and GTPase activating protein"
202624_s_at,6.11E-01,2.24E-01,-1.2236458,-5.29122,-0.08115428,CABIN1,calcineurin binding protein 1
208300_at,6.11E-01,2.24E-01,1.223594,-5.29128,0.12811154,PTPRH,"protein tyrosine phosphatase, receptor type H"
215849_x_at,6.11E-01,2.24E-01,-1.2234298,-5.29146,-0.34293847,CFAP70,cilia and flagella associated protein 70
208509_s_at,6.11E-01,2.25E-01,-1.2234094,-5.29149,-0.22305245,OR7A17,olfactory receptor family 7 subfamily A member 17
202397_at,6.11E-01,2.25E-01,-1.2232839,-5.29163,-0.23984634,NUTF2P4///NUTF2,nuclear transport factor 2 pseudogene 4///nuclear transport factor 2
206704_at,6.11E-01,2.25E-01,-1.2232431,-5.29168,-0.14787006,CLCN5,chloride voltage-gated channel 5
213096_at,6.11E-01,2.25E-01,1.2231092,-5.29183,0.29299689,TMCC2,transmembrane and coiled-coil domain family 2
204392_at,6.11E-01,2.25E-01,-1.2230793,-5.29186,-0.13155976,CAMK1,calcium/calmodulin dependent protein kinase I
215875_at,6.11E-01,2.25E-01,-1.2229019,-5.29207,-0.1225785,,
215623_x_at,6.11E-01,2.25E-01,1.2228837,-5.29209,0.169075,SMC4,structural maintenance of chromosomes 4
221379_at,6.11E-01,2.25E-01,1.2228757,-5.2921,0.20092533,,
203521_s_at,6.11E-01,2.25E-01,-1.2227859,-5.2922,-0.12476967,ZNF318,zinc finger protein 318
221979_at,6.11E-01,2.25E-01,1.2227313,-5.29226,0.23079858,TOPORS-AS1,TOPORS antisense RNA 1
205787_x_at,6.11E-01,2.25E-01,-1.2225577,-5.29246,-0.12786504,LOC441155///ZC3H11A,zinc finger CCCH-type domain-containing-like///zinc finger CCCH-type containing 11A
218348_s_at,6.12E-01,2.25E-01,-1.2221967,-5.29287,-0.11840177,ZC3H7A,zinc finger CCCH-type containing 7A
202295_s_at,6.12E-01,2.25E-01,-1.2218914,-5.29322,-0.15072197,CTSH,cathepsin H
206060_s_at,6.12E-01,2.25E-01,-1.2218727,-5.29324,-0.14799319,PTPN22,"protein tyrosine phosphatase, non-receptor type 22"
213056_at,6.12E-01,2.25E-01,-1.2216785,-5.29346,-0.12218017,FRMD4B,FERM domain containing 4B
216422_at,6.12E-01,2.25E-01,-1.2215925,-5.29356,-0.33652246,,
203508_at,6.12E-01,2.25E-01,-1.2214943,-5.29367,-0.14568872,TNFRSF1B,TNF receptor superfamily member 1B
203886_s_at,6.12E-01,2.25E-01,1.2214309,-5.29374,0.27883909,FBLN2,fibulin 2
214647_s_at,6.12E-01,2.25E-01,-1.2214183,-5.29376,-0.20922661,HFE,hemochromatosis
210532_s_at,6.12E-01,2.25E-01,1.2214059,-5.29377,0.08851249,C14orf2,chromosome 14 open reading frame 2
212192_at,6.12E-01,2.25E-01,-1.2213449,-5.29384,-0.25143763,KCTD12,potassium channel tetramerization domain containing 12
206664_at,6.12E-01,2.25E-01,1.221344,-5.29384,0.45224902,SI,sucrase-isomaltase
209367_at,6.12E-01,2.25E-01,-1.2212793,-5.29392,-0.15798106,STXBP2,syntaxin binding protein 2
55692_at,6.12E-01,2.25E-01,-1.2211765,-5.29403,-0.11676371,ELMO2,engulfment and cell motility 2
214987_at,6.12E-01,2.25E-01,-1.2211372,-5.29408,-0.26238166,GAB1,GRB2 associated binding protein 1
208073_x_at,6.12E-01,2.26E-01,-1.220717,-5.29456,-0.10304911,TTC3P1///TTC3,tetratricopeptide repeat domain 3 pseudogene 1///tetratricopeptide repeat domain 3
212804_s_at,6.12E-01,2.26E-01,1.2204894,-5.29482,0.13800136,GAPVD1,GTPase activating protein and VPS9 domains 1
209079_x_at,6.12E-01,2.26E-01,1.2202546,-5.29508,0.13364957,PCDHGA1///PCDHGA2///PCDHGA3///PCDHGA4///PCDHGA5///PCDHGA6///PCDHGA7///PCDHGA9///PCDHGA10///PCDHGA11///PCDHGB1///PCDHGB2///PCDHGB3///PCDHGB5///PCDHGB6///PCDHGB7///PCDHGC4///PCDHGC5///PCDHGA12///PCDHGA8///PCDHGB4///PCDHGC3,"protocadherin gamma subfamily A, 1///protocadherin gamma subfamily A, 2///protocadherin gamma subfamily A, 3///protocadherin gamma subfamily A, 4///protocadherin gamma subfamily A, 5///protocadherin gamma subfamily A, 6///protocadherin gamma subfamily A, 7///protocadherin gamma subfamily A, 9///protocadherin gamma subfamily A, 10///protocadherin gamma subfamily A, 11///protocadherin gamma subfamily B, 1///protocadherin gamma subfamily B, 2///protocadherin gamma subfamily B, 3///protocadherin gamma subfamily B, 5///protocadherin gamma subfamily B, 6///protocadherin gamma subfamily B, 7///protocadherin gamma subfamily C, 4///protocadherin gamma subfamily C, 5///protocadherin gamma subfamily A, 12///protocadherin gamma subfamily A, 8///protocadherin gamma subfamily B, 4///protocadherin gamma subfamily C, 3"
205746_s_at,6.12E-01,2.26E-01,-1.2201174,-5.29524,-0.33779589,ADAM17,ADAM metallopeptidase domain 17
216402_at,6.12E-01,2.26E-01,1.2200463,-5.29532,0.21349601,SEC14L4,SEC14 like lipid binding 4
215557_at,6.12E-01,2.26E-01,1.2200404,-5.29533,0.12776862,,
38707_r_at,6.12E-01,2.26E-01,1.2199764,-5.2954,0.06361158,E2F4,E2F transcription factor 4
209271_at,6.12E-01,2.26E-01,-1.2199323,-5.29545,-0.0969372,BPTF,bromodomain PHD finger transcription factor
205808_at,6.13E-01,2.26E-01,1.2195198,-5.29592,0.25030402,ASPH,aspartate beta-hydroxylase
216363_at,6.13E-01,2.26E-01,1.2195164,-5.29592,0.16579209,,
216591_s_at,6.13E-01,2.26E-01,1.2194913,-5.29595,0.14980087,SDHC,succinate dehydrogenase complex subunit C
202007_at,6.13E-01,2.26E-01,-1.2192059,-5.29628,-0.27211889,NID1,nidogen 1
207173_x_at,6.13E-01,2.26E-01,-1.2191759,-5.29631,-0.28932961,CDH11,cadherin 11
202641_at,6.13E-01,2.26E-01,1.2190431,-5.29646,0.11192963,ARL3,ADP ribosylation factor like GTPase 3
218366_x_at,6.13E-01,2.26E-01,-1.2188608,-5.29667,-0.14404232,METTL17,methyltransferase like 17
220544_at,6.13E-01,2.26E-01,-1.2188526,-5.29668,-0.22367192,TSKS,testis specific serine kinase substrate
214655_at,6.13E-01,2.26E-01,1.2188476,-5.29668,0.37110993,GPR6,G protein-coupled receptor 6
210722_at,6.13E-01,2.26E-01,1.2187892,-5.29675,0.20253344,PNLIPRP1,pancreatic lipase related protein 1
202398_at,6.13E-01,2.26E-01,-1.2187787,-5.29676,-0.27179409,C15orf38-AP3S2///AP3S2,C15orf38-AP3S2 readthrough///adaptor related protein complex 3 sigma 2 subunit
205651_x_at,6.13E-01,2.26E-01,-1.2185781,-5.29699,-0.41284132,RAPGEF4,Rap guanine nucleotide exchange factor 4
218977_s_at,6.13E-01,2.26E-01,-1.2184674,-5.29712,-0.20799379,TRNAU1AP,tRNA selenocysteine 1 associated protein 1
203336_s_at,6.13E-01,2.26E-01,-1.2183922,-5.2972,-0.18275773,ITGB1BP1,integrin subunit beta 1 binding protein 1
209738_x_at,6.13E-01,2.26E-01,-1.2181749,-5.29745,-0.10373953,PSG6,pregnancy specific beta-1-glycoprotein 6
210510_s_at,6.13E-01,2.27E-01,1.2180381,-5.2976,0.19785588,NRP1,neuropilin 1
207499_x_at,6.13E-01,2.27E-01,1.2179626,-5.29769,0.18211633,UNC45A,unc-45 myosin chaperone A
221104_s_at,6.13E-01,2.27E-01,-1.2177212,-5.29796,-0.1537683,NIPSNAP3B,nipsnap homolog 3B
211099_s_at,6.13E-01,2.27E-01,1.2172659,-5.29848,0.30412881,CNGB1,cyclic nucleotide gated channel beta 1
207001_x_at,6.13E-01,2.27E-01,1.2172572,-5.29849,0.27347317,TSC22D3,TSC22 domain family member 3
218083_at,6.13E-01,2.27E-01,-1.2172338,-5.29852,-0.14799455,PTGES2,prostaglandin E synthase 2
200871_s_at,6.13E-01,2.27E-01,1.2171882,-5.29857,0.07379008,PSAP,prosaposin
205252_at,6.13E-01,2.27E-01,-1.21717,-5.29859,-0.15390574,ZNF174,zinc finger protein 174
217007_s_at,6.13E-01,2.27E-01,-1.217114,-5.29865,-0.26392697,ADAM15,ADAM metallopeptidase domain 15
202834_at,6.13E-01,2.27E-01,-1.2170977,-5.29867,-0.13717915,AGT,angiotensinogen
219870_at,6.13E-01,2.27E-01,-1.2170867,-5.29869,-0.20862315,ATF7IP2,activating transcription factor 7 interacting protein 2
207438_s_at,6.13E-01,2.27E-01,-1.2170603,-5.29872,-0.14016038,SNUPN,snurportin 1
216457_s_at,6.13E-01,2.27E-01,-1.2169807,-5.29881,-0.0760118,SF3A1,splicing factor 3a subunit 1
218476_at,6.13E-01,2.27E-01,-1.2168681,-5.29893,-0.14296132,POMT1,protein O-mannosyltransferase 1
215753_at,6.13E-01,2.27E-01,-1.2167227,-5.2991,-0.2794945,,
207935_s_at,6.13E-01,2.27E-01,1.2166855,-5.29914,0.37890303,KRT13,keratin 13
200822_x_at,6.13E-01,2.27E-01,1.2166419,-5.29919,0.11192869,TPI1,triosephosphate isomerase 1
204582_s_at,6.13E-01,2.27E-01,1.2166117,-5.29923,0.21218876,KLK3,kallikrein related peptidase 3
220406_at,6.13E-01,2.27E-01,1.2161807,-5.29971,0.2474478,TGFB2,transforming growth factor beta 2
212774_at,6.13E-01,2.27E-01,-1.2161401,-5.29976,-0.0973567,ZBTB18,zinc finger and BTB domain containing 18
214954_at,6.13E-01,2.27E-01,1.2161033,-5.2998,0.42357409,SUSD5,sushi domain containing 5
218535_s_at,6.13E-01,2.27E-01,-1.2160827,-5.29983,-0.17562121,RIOK2,RIO kinase 2
204634_at,6.13E-01,2.27E-01,-1.215993,-5.29993,-0.14631662,NEK4,NIMA related kinase 4
212387_at,6.13E-01,2.27E-01,-1.2159893,-5.29993,-0.25194127,TCF4,transcription factor 4
219641_at,6.13E-01,2.27E-01,-1.2159573,-5.29997,-0.16066166,DET1,de-etiolated homolog 1 (Arabidopsis)
202259_s_at,6.13E-01,2.27E-01,-1.2158635,-5.30007,-0.11025006,N4BP2L2,NEDD4 binding protein 2 like 2
221646_s_at,6.13E-01,2.27E-01,-1.2158535,-5.30009,-0.14363273,ZDHHC11B///ZDHHC11,zinc finger DHHC-type containing 11B///zinc finger DHHC-type containing 11
220209_at,6.13E-01,2.27E-01,1.2156243,-5.30035,0.16987552,PYY2,"peptide YY, 2 (pseudogene)"
217348_x_at,6.13E-01,2.27E-01,-1.2155198,-5.30046,-0.11382862,ARHGEF15,Rho guanine nucleotide exchange factor 15
204729_s_at,6.13E-01,2.27E-01,1.2155116,-5.30047,0.33138206,STX1A,syntaxin 1A
203548_s_at,6.13E-01,2.28E-01,1.2153772,-5.30063,0.22925743,LPL,lipoprotein lipase
216542_x_at,6.13E-01,2.28E-01,-1.2153746,-5.30063,-0.12330531,IGHM///IGHG1///IGHA1,immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant alpha 1
207938_at,6.13E-01,2.28E-01,-1.2152781,-5.30074,-0.16992683,PI15,peptidase inhibitor 15
209913_x_at,6.13E-01,2.28E-01,-1.2152567,-5.30076,-0.23158337,MIR4656///AP5Z1,microRNA 4656///adaptor related protein complex 5 zeta 1 subunit
203113_s_at,6.13E-01,2.28E-01,-1.2152212,-5.3008,-0.15700113,EEF1D,eukaryotic translation elongation factor 1 delta
220914_at,6.13E-01,2.28E-01,1.2151751,-5.30086,0.32696345,,
219153_s_at,6.13E-01,2.28E-01,-1.2150951,-5.30095,-0.17765615,THSD4,thrombospondin type 1 domain containing 4
