ID,adj.P.Val,P.Value,F,Gene.symbol,Gene.title
200601_at,8.68E-02,3.12E-02,3.562746,ACTN4,actinin alpha 4
216038_x_at,8.68E-02,3.12E-02,3.562033,DAXX,death domain associated protein
213922_at,8.68E-02,3.12E-02,3.561951,TTBK2,tau tubulin kinase 2
211950_at,8.68E-02,3.12E-02,3.561946,UBR4,ubiquitin protein ligase E3 component n-recognin 4
222068_s_at,8.68E-02,3.13E-02,3.56174,DNAAF1,dynein axonemal assembly factor 1
221962_s_at,8.68E-02,3.13E-02,3.561307,UBE2H,ubiquitin conjugating enzyme E2 H
221814_at,8.68E-02,3.13E-02,3.560949,ADGRA2,adhesion G protein-coupled receptor A2
211598_x_at,8.69E-02,3.13E-02,3.560631,VIPR2,vasoactive intestinal peptide receptor 2
200816_s_at,8.69E-02,3.13E-02,3.560475,PAFAH1B1,platelet activating factor acetylhydrolase 1b regulatory subunit 1
217776_at,8.69E-02,3.13E-02,3.560381,RDH11,retinol dehydrogenase 11 (all-trans/9-cis/11-cis)
216327_s_at,8.69E-02,3.13E-02,3.55965,SIGLEC8,sialic acid binding Ig like lectin 8
206643_at,8.69E-02,3.13E-02,3.559506,HAL,histidine ammonia-lyase
211943_x_at,8.69E-02,3.13E-02,3.559062,LOC101928826///TPT1,"uncharacterized LOC101928826///tumor protein, translationally-controlled 1"
212626_x_at,8.70E-02,3.14E-02,3.558438,HNRNPC,heterogeneous nuclear ribonucleoprotein C (C1/C2)
216064_s_at,8.70E-02,3.14E-02,3.55808,AGA,aspartylglucosaminidase
212136_at,8.71E-02,3.14E-02,3.557301,ATP2B4,ATPase plasma membrane Ca2+ transporting 4
211630_s_at,8.71E-02,3.14E-02,3.557124,GSS,glutathione synthetase
209357_at,8.71E-02,3.14E-02,3.556706,CITED2,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2
217471_at,8.71E-02,3.14E-02,3.5562,LINC01482,long intergenic non-protein coding RNA 1482
203457_at,8.71E-02,3.14E-02,3.556129,STX7,syntaxin 7
201432_at,8.71E-02,3.14E-02,3.555457,CAT,catalase
221155_x_at,8.72E-02,3.14E-02,3.555295,,
211188_at,8.73E-02,3.15E-02,3.552946,CD84,CD84 molecule
219866_at,8.74E-02,3.15E-02,3.552295,CLIC5,chloride intracellular channel 5
201150_s_at,8.74E-02,3.16E-02,3.551434,TIMP3,TIMP metallopeptidase inhibitor 3
205366_s_at,8.74E-02,3.16E-02,3.551312,HOXB6,homeobox B6
219667_s_at,8.75E-02,3.16E-02,3.550751,BANK1,B-cell scaffold protein with ankyrin repeats 1
208412_s_at,8.75E-02,3.16E-02,3.550583,RARB,retinoic acid receptor beta
220862_s_at,8.75E-02,3.16E-02,3.55014,,
218278_at,8.75E-02,3.16E-02,3.550135,WDR74,WD repeat domain 74
221825_at,8.76E-02,3.16E-02,3.549019,ANGEL2,angel homolog 2
206234_s_at,8.76E-02,3.16E-02,3.548733,MMP17,matrix metallopeptidase 17
217987_at,8.76E-02,3.16E-02,3.548494,ASNSD1,asparagine synthetase domain containing 1
209527_at,8.76E-02,3.17E-02,3.548314,EXOSC2,exosome component 2
212244_at,8.76E-02,3.17E-02,3.547794,GCOM1///POLR2M,GRINL1A complex locus 1///RNA polymerase II subunit M
213693_s_at,8.77E-02,3.17E-02,3.547328,MUC1,"mucin 1, cell surface associated"
206770_s_at,8.77E-02,3.17E-02,3.546849,SLC35A3,solute carrier family 35 member A3
207974_s_at,8.77E-02,3.17E-02,3.546284,SKP1,S-phase kinase-associated protein 1
200861_at,8.77E-02,3.17E-02,3.546063,CNOT1,CCR4-NOT transcription complex subunit 1
201273_s_at,8.78E-02,3.17E-02,3.545508,SRP9,signal recognition particle 9
213043_s_at,8.78E-02,3.18E-02,3.545034,MIR6884///MED24,microRNA 6884///mediator complex subunit 24
218376_s_at,8.79E-02,3.18E-02,3.543218,MICAL1,"microtubule associated monooxygenase, calponin and LIM domain containing 1"
222368_at,8.80E-02,3.18E-02,3.542756,,
203349_s_at,8.80E-02,3.18E-02,3.542241,ETV5,ETS variant 5
203452_at,8.80E-02,3.18E-02,3.541978,B3GAT3,"beta-1,3-glucuronyltransferase 3"
200983_x_at,8.81E-02,3.19E-02,3.54088,CD59,CD59 molecule
221722_x_at,8.82E-02,3.19E-02,3.539877,LZTS1,leucine zipper tumor suppressor 1
203264_s_at,8.82E-02,3.19E-02,3.539179,ARHGEF9,Cdc42 guanine nucleotide exchange factor 9
214257_s_at,8.82E-02,3.19E-02,3.538935,SEC22B,"SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)"
204563_at,8.83E-02,3.20E-02,3.537884,SELL,selectin L
205255_x_at,8.83E-02,3.20E-02,3.537632,TCF7,"transcription factor 7 (T-cell specific, HMG-box)"
209196_at,8.84E-02,3.20E-02,3.53684,WDR46,WD repeat domain 46
216150_at,8.84E-02,3.20E-02,3.536437,,
205955_at,8.84E-02,3.20E-02,3.536394,TAF6L,TATA-box binding protein associated factor 6 like
211384_s_at,8.84E-02,3.20E-02,3.5357,CASR,calcium sensing receptor
208888_s_at,8.84E-02,3.20E-02,3.535478,NCOR2,nuclear receptor corepressor 2
210829_s_at,8.84E-02,3.21E-02,3.535163,SSBP2,single stranded DNA binding protein 2
218431_at,8.85E-02,3.21E-02,3.534584,VIPAS39,"VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog"
219543_at,8.85E-02,3.21E-02,3.533771,PBLD,phenazine biosynthesis like protein domain containing
210609_s_at,8.85E-02,3.21E-02,3.53366,TP53I3,tumor protein p53 inducible protein 3
221481_x_at,8.86E-02,3.21E-02,3.533051,HNRNPD,heterogeneous nuclear ribonucleoprotein D
219963_at,8.86E-02,3.21E-02,3.53287,DUSP13,dual specificity phosphatase 13
221025_x_at,8.86E-02,3.21E-02,3.532741,PUS7L,pseudouridylate synthase 7 like
210505_at,8.87E-02,3.22E-02,3.531275,ADH7,"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide"
217180_at,8.87E-02,3.22E-02,3.530887,BMS1P20,"BMS1, ribosome biogenesis factor pseudogene 20"
212890_at,8.87E-02,3.22E-02,3.530562,SLC38A10,solute carrier family 38 member 10
217162_at,8.88E-02,3.22E-02,3.52999,TSPY1,"testis specific protein, Y-linked 1"
207751_at,8.88E-02,3.22E-02,3.529388,PRO2949,uncharacterized protein PRO2949
201779_s_at,8.88E-02,3.22E-02,3.529356,RNF13,ring finger protein 13
217486_s_at,8.88E-02,3.22E-02,3.529131,ZDHHC17,zinc finger DHHC-type containing 17
216551_x_at,8.88E-02,3.22E-02,3.528926,PLCG1,phospholipase C gamma 1
218532_s_at,8.88E-02,3.23E-02,3.528569,FAM134B,family with sequence similarity 134 member B
220663_at,8.89E-02,3.23E-02,3.527973,IL1RAPL1,interleukin 1 receptor accessory protein like 1
208016_s_at,8.89E-02,3.23E-02,3.527909,AGTR1,angiotensin II receptor type 1
204224_s_at,8.89E-02,3.23E-02,3.527263,GCH1,GTP cyclohydrolase 1
202908_at,8.90E-02,3.23E-02,3.526398,WFS1,wolframin ER transmembrane glycoprotein
202439_s_at,8.90E-02,3.23E-02,3.526143,IDS,iduronate 2-sulfatase
219099_at,8.90E-02,3.23E-02,3.526099,TIGAR,TP53 induced glycolysis regulatory phosphatase
204840_s_at,8.90E-02,3.23E-02,3.525454,EEA1,early endosome antigen 1
201043_s_at,8.90E-02,3.23E-02,3.525402,ANP32A,acidic nuclear phosphoprotein 32 family member A
206711_at,8.91E-02,3.24E-02,3.524588,TMEM257,transmembrane protein 257
210708_x_at,8.93E-02,3.24E-02,3.522166,CASP10,caspase 10
210608_s_at,8.93E-02,3.25E-02,3.522023,FUT2,fucosyltransferase 2
214431_at,8.95E-02,3.25E-02,3.519122,GMPS,guanine monophosphate synthase
211027_s_at,8.95E-02,3.25E-02,3.518955,IKBKB,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta"
200091_s_at,8.95E-02,3.25E-02,3.518851,RPS25,ribosomal protein S25
206691_s_at,8.96E-02,3.26E-02,3.517705,PDIA2,protein disulfide isomerase family A member 2
215265_at,8.96E-02,3.26E-02,3.517438,EMX1,empty spiracles homeobox 1
204765_at,8.96E-02,3.26E-02,3.517371,ARHGEF5,Rho guanine nucleotide exchange factor 5
200833_s_at,8.97E-02,3.26E-02,3.516487,RAP1B,"RAP1B, member of RAS oncogene family"
218372_at,8.97E-02,3.26E-02,3.516045,MED9,mediator complex subunit 9
212701_at,8.98E-02,3.27E-02,3.515002,TLN2,talin 2
207663_x_at,8.98E-02,3.27E-02,3.514398,GAGE3,G antigen 3
216573_at,8.98E-02,3.27E-02,3.514339,IGLV1-44,immunoglobulin lambda variable 1-44
222376_at,8.98E-02,3.27E-02,3.514283,,
211046_at,8.98E-02,3.27E-02,3.513503,KCNH6,potassium voltage-gated channel subfamily H member 6
217533_x_at,8.98E-02,3.27E-02,3.513366,PWWP2A,PWWP domain containing 2A
210095_s_at,8.99E-02,3.27E-02,3.512998,IGFBP3,insulin like growth factor binding protein 3
212421_at,8.99E-02,3.27E-02,3.512647,KIAA0930,KIAA0930
208565_at,8.99E-02,3.27E-02,3.512393,MC5R,melanocortin 5 receptor
213835_x_at,8.99E-02,3.28E-02,3.512361,GTPBP3,GTP binding protein 3 (mitochondrial)
220871_at,8.99E-02,3.28E-02,3.511531,,
214910_s_at,9.00E-02,3.28E-02,3.510881,APOM,apolipoprotein M
222084_s_at,9.00E-02,3.28E-02,3.510764,SBF1,SET binding factor 1
213251_at,9.00E-02,3.28E-02,3.510381,SMARCA5,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5"
AFFX-ThrX-M_at,9.00E-02,3.28E-02,3.51005,,
215795_at,9.01E-02,3.29E-02,3.508873,MYH7B,myosin heavy chain 7B
219778_at,9.01E-02,3.29E-02,3.508842,ZFPM2,"zinc finger protein, FOG family member 2"
217099_s_at,9.01E-02,3.29E-02,3.508478,GEMIN4,gem nuclear organelle associated protein 4
207497_s_at,9.01E-02,3.29E-02,3.508407,MS4A2,membrane spanning 4-domains A2
207014_at,9.01E-02,3.29E-02,3.50834,GABRA2,gamma-aminobutyric acid type A receptor alpha2 subunit
204887_s_at,9.01E-02,3.29E-02,3.508003,PLK4,polo like kinase 4
214384_s_at,9.01E-02,3.29E-02,3.507832,DCTN2,dynactin subunit 2
204609_at,9.01E-02,3.29E-02,3.50772,CCDC85B,coiled-coil domain containing 85B
218212_s_at,9.02E-02,3.29E-02,3.506961,MOCS2,molybdenum cofactor synthesis 2
200803_s_at,9.02E-02,3.29E-02,3.506551,TMBIM6,transmembrane BAX inhibitor motif containing 6
220994_s_at,9.02E-02,3.29E-02,3.506473,STXBP6,syntaxin binding protein 6
214855_s_at,9.02E-02,3.29E-02,3.506264,RALGAPA1///RALGAPA1P1,Ral GTPase activating protein catalytic alpha subunit 1///Ral GTPase activating protein catalytic alpha subunit 1 pseudogene 1
202757_at,9.02E-02,3.29E-02,3.506056,NELFB,negative elongation factor complex member B
217416_x_at,9.03E-02,3.30E-02,3.50557,,
211920_at,9.03E-02,3.30E-02,3.504859,CFB,complement factor B
216849_at,9.03E-02,3.30E-02,3.504715,,
210375_at,9.03E-02,3.30E-02,3.504508,PTGER3,prostaglandin E receptor 3
209246_at,9.03E-02,3.30E-02,3.504151,ABCF2,ATP binding cassette subfamily F member 2
218273_s_at,9.03E-02,3.30E-02,3.5041,PDP1,pyruvate dehyrogenase phosphatase catalytic subunit 1
54051_at,9.04E-02,3.30E-02,3.503614,PKNOX1,PBX/knotted 1 homeobox 1
207144_s_at,9.04E-02,3.30E-02,3.502777,CITED1,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1
210256_s_at,9.05E-02,3.31E-02,3.501289,PIP5K1A,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha
217011_at,9.06E-02,3.31E-02,3.50076,GBX1,gastrulation brain homeobox 1
205035_at,9.06E-02,3.31E-02,3.500359,CTDP1,CTD phosphatase subunit 1
208524_at,9.07E-02,3.32E-02,3.499228,GPR15,G protein-coupled receptor 15
200824_at,9.07E-02,3.32E-02,3.498625,GSTP1,glutathione S-transferase pi 1
214122_at,9.07E-02,3.32E-02,3.498359,PDLIM7,PDZ and LIM domain 7
205171_at,9.08E-02,3.32E-02,3.497695,PTPN4,"protein tyrosine phosphatase, non-receptor type 4"
221350_at,9.08E-02,3.32E-02,3.497015,HOXC8,homeobox C8
216481_at,9.08E-02,3.32E-02,3.496788,GRIP2,glutamate receptor interacting protein 2
219935_at,9.10E-02,3.33E-02,3.495169,ADAMTS5,ADAM metallopeptidase with thrombospondin type 1 motif 5
214198_s_at,9.10E-02,3.33E-02,3.494826,DGCR2,DiGeorge syndrome critical region gene 2
200669_s_at,9.10E-02,3.33E-02,3.494003,UBE2D3,ubiquitin conjugating enzyme E2 D3
217562_at,9.11E-02,3.33E-02,3.493569,BRINP3,BMP/retinoic acid inducible neural specific 3
214991_s_at,9.11E-02,3.34E-02,3.492972,PIGO,phosphatidylinositol glycan anchor biosynthesis class O
204408_at,9.11E-02,3.34E-02,3.492394,APEX2,apurinic/apyrimidinic endodeoxyribonuclease 2
204197_s_at,9.12E-02,3.34E-02,3.491898,RUNX3,runt related transcription factor 3
207533_at,9.12E-02,3.34E-02,3.490868,CCL1,C-C motif chemokine ligand 1
219847_at,9.12E-02,3.34E-02,3.490775,HDAC11,histone deacetylase 11
205552_s_at,9.13E-02,3.35E-02,3.490029,OAS1,2'-5'-oligoadenylate synthetase 1
217056_at,9.13E-02,3.35E-02,3.489927,YME1L1,YME1 like 1 ATPase
217911_s_at,9.13E-02,3.35E-02,3.48991,BAG3,BCL2 associated athanogene 3
221787_at,9.13E-02,3.35E-02,3.489203,C6orf120,chromosome 6 open reading frame 120
217235_x_at,9.14E-02,3.35E-02,3.488935,IGLL5,immunoglobulin lambda like polypeptide 5
221851_at,9.15E-02,3.35E-02,3.487602,DCAF15,DDB1 and CUL4 associated factor 15
201255_x_at,9.15E-02,3.35E-02,3.487197,BAG6,BCL2 associated athanogene 6
214850_at,9.15E-02,3.36E-02,3.486718,SMA4,glucuronidase beta pseudogene
219562_at,9.15E-02,3.36E-02,3.486689,RAB26,"RAB26, member RAS oncogene family"
210013_at,9.15E-02,3.36E-02,3.486181,HPX,hemopexin
213060_s_at,9.15E-02,3.36E-02,3.486148,CHI3L2,chitinase 3 like 2
203529_at,9.15E-02,3.36E-02,3.486085,PPP6C,protein phosphatase 6 catalytic subunit
220791_x_at,9.15E-02,3.36E-02,3.48579,SCN11A,sodium voltage-gated channel alpha subunit 11
207123_s_at,9.16E-02,3.36E-02,3.48452,MATN4,matrilin 4
217198_x_at,9.16E-02,3.36E-02,3.484389,IGHG1///IGHD///IGHA2///IGH,immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy locus
206353_at,9.17E-02,3.37E-02,3.483749,COX6A2,cytochrome c oxidase subunit 6A2
206462_s_at,9.17E-02,3.37E-02,3.483638,NTRK3,neurotrophic receptor tyrosine kinase 3
AFFX-r2-Ec-bioC-5_at,9.17E-02,3.37E-02,3.483493,,
200957_s_at,9.17E-02,3.37E-02,3.483325,SSRP1,structure specific recognition protein 1
205991_s_at,9.17E-02,3.37E-02,3.482957,PRRX1,paired related homeobox 1
216490_x_at,9.17E-02,3.37E-02,3.482518,,
219228_at,9.17E-02,3.37E-02,3.482463,ZNF331,zinc finger protein 331
212153_at,9.17E-02,3.37E-02,3.482128,POGZ,pogo transposable element with ZNF domain
222234_s_at,9.18E-02,3.37E-02,3.481388,DBNDD1,dysbindin domain containing 1
203363_s_at,9.18E-02,3.37E-02,3.481185,ATG13,autophagy related 13
218084_x_at,9.18E-02,3.37E-02,3.480722,FXYD5,FXYD domain containing ion transport regulator 5
201357_s_at,9.19E-02,3.38E-02,3.479953,SF3A1,splicing factor 3a subunit 1
217553_at,9.19E-02,3.38E-02,3.479951,STEAP1B,STEAP family member 1B
201857_at,9.19E-02,3.38E-02,3.479572,ZFR,zinc finger RNA binding protein
212268_at,9.19E-02,3.38E-02,3.479143,SERPINB1,serpin family B member 1
54970_at,9.19E-02,3.38E-02,3.478877,ZMIZ2,zinc finger MIZ-type containing 2
37226_at,9.20E-02,3.38E-02,3.477914,BNIP1,BCL2 interacting protein 1
222134_at,9.21E-02,3.39E-02,3.476828,DDO,D-aspartate oxidase
219617_at,9.21E-02,3.39E-02,3.476658,CAMKMT,calmodulin-lysine N-methyltransferase
203321_s_at,9.21E-02,3.39E-02,3.476297,ADNP2,ADNP homeobox 2
214163_at,9.21E-02,3.39E-02,3.476076,HSPB11,heat shock protein family B (small) member 11
221213_s_at,9.21E-02,3.39E-02,3.475855,LOC145783///ZNF280D,uncharacterized LOC145783///zinc finger protein 280D
217769_s_at,9.23E-02,3.40E-02,3.473645,POMP,proteasome maturation protein
205006_s_at,9.24E-02,3.40E-02,3.472768,NMT2,N-myristoyltransferase 2
220356_at,9.24E-02,3.40E-02,3.472466,CORIN,"corin, serine peptidase"
210350_x_at,9.24E-02,3.40E-02,3.472356,ING1,inhibitor of growth family member 1
214691_x_at,9.25E-02,3.41E-02,3.47126,FAM63B,family with sequence similarity 63 member B
218809_at,9.25E-02,3.41E-02,3.471182,PANK2,pantothenate kinase 2
216944_s_at,9.25E-02,3.41E-02,3.471078,ITPR1,"inositol 1,4,5-trisphosphate receptor type 1"
208156_x_at,9.25E-02,3.41E-02,3.47096,EPPK1,epiplakin 1
217947_at,9.25E-02,3.41E-02,3.470944,CMTM6,CKLF like MARVEL transmembrane domain containing 6
208346_at,9.25E-02,3.41E-02,3.470473,PPBPP2,pro-platelet basic protein pseudogene 2
205637_s_at,9.26E-02,3.41E-02,3.469596,SH3GL3,"SH3 domain containing GRB2 like 3, endophilin A3"
210961_s_at,9.26E-02,3.41E-02,3.469487,ADRA1D,adrenoceptor alpha 1D
204281_at,9.26E-02,3.41E-02,3.469302,TEAD4,TEA domain transcription factor 4
206794_at,9.26E-02,3.41E-02,3.469225,ERBB4,erb-b2 receptor tyrosine kinase 4
213297_at,9.26E-02,3.41E-02,3.468995,RMND5B,required for meiotic nuclear division 5 homolog B
221316_at,9.26E-02,3.41E-02,3.468802,CATSPERG,cation channel sperm associated auxiliary subunit gamma
215235_at,9.27E-02,3.42E-02,3.467651,SPTAN1,"spectrin alpha, non-erythrocytic 1"
208929_x_at,9.27E-02,3.42E-02,3.467584,SNORD68///RPL13,"small nucleolar RNA, C/D box 68///ribosomal protein L13"
216332_at,9.27E-02,3.42E-02,3.467423,POU6F1,POU class 6 homeobox 1
207375_s_at,9.27E-02,3.42E-02,3.467302,IL15RA,interleukin 15 receptor subunit alpha
212446_s_at,9.28E-02,3.42E-02,3.465654,CERS6,ceramide synthase 6
213191_at,9.28E-02,3.42E-02,3.465221,TICAM1,toll like receptor adaptor molecule 1
218023_s_at,9.28E-02,3.43E-02,3.465032,FAM53C,family with sequence similarity 53 member C
219437_s_at,9.28E-02,3.43E-02,3.464593,ANKRD11,ankyrin repeat domain 11
204836_at,9.29E-02,3.43E-02,3.464421,GLDC,glycine decarboxylase
207843_x_at,9.29E-02,3.43E-02,3.464188,CYB5A,cytochrome b5 type A
219210_s_at,9.29E-02,3.43E-02,3.463924,RAB8B,"RAB8B, member RAS oncogene family"
203507_at,9.29E-02,3.43E-02,3.463317,LOC101928634///SNORA67///CD68,"uncharacterized LOC101928634///small nucleolar RNA, H/ACA box 67///CD68 molecule"
217103_at,9.29E-02,3.43E-02,3.462841,LDLR,low density lipoprotein receptor
215483_at,9.30E-02,3.43E-02,3.462603,AKAP9,A-kinase anchoring protein 9
38290_at,9.31E-02,3.44E-02,3.460292,RGS14,regulator of G-protein signaling 14
201430_s_at,9.32E-02,3.44E-02,3.460098,DPYSL3,dihydropyrimidinase like 3
396_f_at,9.32E-02,3.45E-02,3.458877,EPOR,erythropoietin receptor
218491_s_at,9.32E-02,3.45E-02,3.458735,THYN1,thymocyte nuclear protein 1
207817_at,9.32E-02,3.45E-02,3.458558,IFNW1,interferon omega 1
208018_s_at,9.32E-02,3.45E-02,3.458545,HCK,"HCK proto-oncogene, Src family tyrosine kinase"
220106_at,9.34E-02,3.45E-02,3.456423,NPC1L1,NPC1 like intracellular cholesterol transporter 1
221132_at,9.34E-02,3.45E-02,3.456059,CLDN18,claudin 18
208789_at,9.35E-02,3.46E-02,3.455815,PTRF,polymerase I and transcript release factor
218525_s_at,9.35E-02,3.46E-02,3.455394,HIF1AN,hypoxia inducible factor 1 alpha subunit inhibitor
204732_s_at,9.35E-02,3.46E-02,3.45533,TRIM23,tripartite motif containing 23
218895_at,9.35E-02,3.46E-02,3.455137,GPATCH3,G-patch domain containing 3
209217_s_at,9.35E-02,3.46E-02,3.454747,WDR45,WD repeat domain 45
210556_at,9.36E-02,3.46E-02,3.453411,NFATC3,nuclear factor of activated T-cells 3
214863_at,9.36E-02,3.46E-02,3.453354,,
201551_s_at,9.37E-02,3.47E-02,3.452342,LAMP1,lysosomal associated membrane protein 1
202530_at,9.37E-02,3.47E-02,3.451846,MAPK14,mitogen-activated protein kinase 14
220565_at,9.37E-02,3.47E-02,3.451704,CCR10,C-C motif chemokine receptor 10
206129_s_at,9.37E-02,3.47E-02,3.451685,ARSB,arylsulfatase B
203316_s_at,9.37E-02,3.47E-02,3.451657,SNRPE,small nuclear ribonucleoprotein polypeptide E
209967_s_at,9.37E-02,3.47E-02,3.450781,CREM,cAMP responsive element modulator
215499_at,9.37E-02,3.47E-02,3.450722,LOC100996792///MAP2K3,dual specificity mitogen-activated protein kinase kinase 3///mitogen-activated protein kinase kinase 3
212010_s_at,9.37E-02,3.47E-02,3.450714,CDV3,CDV3 homolog
201292_at,9.38E-02,3.47E-02,3.45021,TOP2A,topoisomerase (DNA) II alpha
216138_at,9.39E-02,3.48E-02,3.44921,,
216040_x_at,9.39E-02,3.48E-02,3.448854,,
203421_at,9.39E-02,3.48E-02,3.448369,TP53I11,tumor protein p53 inducible protein 11
219626_at,9.39E-02,3.48E-02,3.448162,MAP7D3,MAP7 domain containing 3
219608_s_at,9.39E-02,3.48E-02,3.447819,FBXO38,F-box protein 38
215432_at,9.39E-02,3.48E-02,3.447688,ACSM1,acyl-CoA synthetase medium-chain family member 1
215443_at,9.39E-02,3.48E-02,3.447637,TSHR,thyroid stimulating hormone receptor
58696_at,9.40E-02,3.48E-02,3.447247,EXOSC4,exosome component 4
203610_s_at,9.40E-02,3.48E-02,3.447073,TRIM38,tripartite motif containing 38
205595_at,9.41E-02,3.49E-02,3.445903,DSG3,desmoglein 3
201060_x_at,9.42E-02,3.50E-02,3.443646,STOM,stomatin
201373_at,9.43E-02,3.50E-02,3.443384,PLEC,plectin
222328_x_at,9.43E-02,3.50E-02,3.443168,,
209620_s_at,9.43E-02,3.50E-02,3.442692,ABCB7,ATP binding cassette subfamily B member 7
219073_s_at,9.43E-02,3.50E-02,3.442083,OSBPL10,oxysterol binding protein like 10
213752_at,9.44E-02,3.51E-02,3.440774,KAZN,"kazrin, periplakin interacting protein"
204689_at,9.45E-02,3.51E-02,3.439931,HHEX,hematopoietically expressed homeobox
221410_x_at,9.45E-02,3.51E-02,3.439927,PCDHB3,protocadherin beta 3
215017_s_at,9.45E-02,3.51E-02,3.43959,FNBP1L,formin binding protein 1 like
219110_at,9.46E-02,3.51E-02,3.438928,GAR1,GAR1 ribonucleoprotein
213453_x_at,9.46E-02,3.51E-02,3.438581,GAPDH,glyceraldehyde-3-phosphate dehydrogenase
220193_at,9.46E-02,3.51E-02,3.438398,SH3D21,SH3 domain containing 21
207993_s_at,9.46E-02,3.51E-02,3.438007,CHP1,calcineurin like EF-hand protein 1
220043_s_at,9.47E-02,3.52E-02,3.437074,MELTF,melanotransferrin
221008_s_at,9.47E-02,3.52E-02,3.436876,ETNPPL,ethanolamine-phosphate phospho-lyase
202629_at,9.47E-02,3.52E-02,3.436666,APPBP2,amyloid beta precursor protein binding protein 2
222075_s_at,9.47E-02,3.52E-02,3.436608,OAZ3,ornithine decarboxylase antizyme 3
214317_x_at,9.47E-02,3.52E-02,3.436462,RPS9,ribosomal protein S9
215439_x_at,9.48E-02,3.52E-02,3.435381,,
210866_s_at,9.48E-02,3.52E-02,3.435203,CNOT4,CCR4-NOT transcription complex subunit 4
204099_at,9.48E-02,3.52E-02,3.43518,SMARCD3,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3"
215128_at,9.48E-02,3.53E-02,3.434408,,
208494_at,9.50E-02,3.53E-02,3.432392,SLC6A7,solute carrier family 6 member 7
210665_at,9.50E-02,3.53E-02,3.431847,TFPI,tissue factor pathway inhibitor
206015_s_at,9.51E-02,3.54E-02,3.431476,FOXJ3,forkhead box J3
202600_s_at,9.51E-02,3.54E-02,3.431243,NRIP1,nuclear receptor interacting protein 1
32699_s_at,9.51E-02,3.54E-02,3.430752,PVR,poliovirus receptor
212331_at,9.51E-02,3.54E-02,3.430646,RBL2,RB transcriptional corepressor like 2
206680_at,9.51E-02,3.54E-02,3.430183,CD5L,CD5 molecule like
210515_at,9.52E-02,3.54E-02,3.429352,HNF1A,HNF1 homeobox A
206631_at,9.52E-02,3.54E-02,3.428986,PTGER2,prostaglandin E receptor 2
217464_at,9.52E-02,3.55E-02,3.428802,,
217133_x_at,9.52E-02,3.55E-02,3.428358,CYP2B6,cytochrome P450 family 2 subfamily B member 6
206436_at,9.52E-02,3.55E-02,3.42814,MPPED1,metallophosphoesterase domain containing 1
207873_x_at,9.52E-02,3.55E-02,3.428126,SEZ6L,seizure related 6 homolog like
220504_at,9.53E-02,3.55E-02,3.427724,KERA,keratocan
213114_at,9.54E-02,3.55E-02,3.426339,,
217104_at,9.54E-02,3.56E-02,3.425813,ST20,suppressor of tumorigenicity 20
205728_at,9.54E-02,3.56E-02,3.42568,TENM1,teneurin transmembrane protein 1
206821_x_at,9.54E-02,3.56E-02,3.425538,AGFG2,ArfGAP with FG repeats 2
42361_g_at,9.55E-02,3.56E-02,3.424687,CCHCR1,coiled-coil alpha-helical rod protein 1
207064_s_at,9.55E-02,3.56E-02,3.424589,AOC2,"amine oxidase, copper containing 2"
208739_x_at,9.55E-02,3.56E-02,3.424461,LOC101929087///SUMO2///SUMO3,small ubiquitin-related modifier 2 pseudogene///small ubiquitin-like modifier 2///small ubiquitin-like modifier 3
220283_at,9.55E-02,3.56E-02,3.42444,HHIPL2,HHIP like 2
222098_s_at,9.58E-02,3.57E-02,3.420398,,
215456_at,9.58E-02,3.57E-02,3.420381,,
215016_x_at,9.60E-02,3.58E-02,3.418429,DST,dystonin
215921_at,9.60E-02,3.58E-02,3.418386,NPIPA5///NPIPB6///NPIPB8///NPIPB3,nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member B6///nuclear pore complex interacting protein family member B8///nuclear pore complex interacting protein family member B3
204201_s_at,9.60E-02,3.58E-02,3.418249,PTPN13,"protein tyrosine phosphatase, non-receptor type 13"
215057_at,9.60E-02,3.58E-02,3.417359,LINC00894,long intergenic non-protein coding RNA 894
219162_s_at,9.60E-02,3.58E-02,3.417307,MRPL11,mitochondrial ribosomal protein L11
202051_s_at,9.61E-02,3.59E-02,3.416785,ZMYM4,zinc finger MYM-type containing 4
219255_x_at,9.61E-02,3.59E-02,3.416378,IL17RB,interleukin 17 receptor B
213687_s_at,9.61E-02,3.59E-02,3.416174,RPL35A,ribosomal protein L35a
204518_s_at,9.61E-02,3.59E-02,3.415767,PPIC,peptidylprolyl isomerase C
210907_s_at,9.61E-02,3.59E-02,3.415558,PDCD10,programmed cell death 10
